EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
15838.579,11090.977,1888.087,1076.195,537.337,-414.522,1982.707,16631.986,0.044,0.965,0.459,-1.709,0.214,-0.153,73.333,390.000,1.000
13886.793,9457.716,1881.681,1096.174,575.192,-325.407,2118.118,16059.726,0.045,0.964,0.455,-2.106,0.305,-0.122,73.333,391.000,1.000
12080.455,8040.654,1910.955,1151.683,648.838,-201.208,2286.155,15603.793,0.044,0.966,0.457,-2.411,0.488,-0.061,73.333,392.000,1.000
13082.258,8978.604,1982.300,1249.276,764.370,-35.733,2493.018,16135.198,0.042,0.963,0.458,-2.625,0.580,0.031,73.333,393.000,1.000
15660.920,11145.740,2041.108,1334.451,867.193,116.719,2684.454,17142.879,0.038,0.961,0.458,-2.838,0.671,0.061,73.333,394.000,1.000
16390.466,11705.409,2045.918,1365.657,916.006,214.805,2819.227,17438.118,0.034,0.957,0.458,-3.052,0.580,0.122,73.333,395.000,1.000
14379.655,10026.132,2026.701,1372.691,940.802,288.353,2927.148,16797.121,0.030,0.955,0.460,-3.235,0.732,0.122,73.333,396.000,1.000
12501.455,8552.681,2044.822,1416.894,1002.822,398.619,3069.431,16271.770,0.028,0.953,0.462,-3.296,0.702,0.122,73.333,397.000,1.000
13428.745,9434.742,2108.457,1506.594,1110.110,553.642,3254.197,16739.685,0.027,0.951,0.461,-3.296,0.549,0.092,73.333,398.000,1.000
15957.119,11567.270,2162.360,1586.614,1207.405,698.082,3426.048,17695.446,0.027,0.948,0.463,-3.235,0.397,0.214,73.333,399.000,1.000
16670.309,12117.515,2165.034,1615.296,1253.229,790.521,3543.441,17949.313,0.028,0.940,0.463,-3.082,0.397,0.244,73.333,400.000,1.000
14643.519,10426.744,2144.489,1620.487,1275.523,859.022,3634.674,17265.166,0.029,0.942,0.460,-2.838,0.305,0.153,73.333,401.000,1.000
12708.992,8910.228,2157.236,1658.757,1330.765,959.935,3756.514,16680.009,0.029,0.939,0.461,-2.716,0.122,0.092,73.333,402.000,1.000
13550.374,9725.228,2209.223,1736.170,1425.036,1098.994,3914.725,17071.050,0.030,0.937,0.462,-2.563,0.031,0.244,73.333,403.000,1.000
16007.320,11798.722,2248.188,1800.363,1506.118,1224.006,4056.640,17947.944,0.033,0.938,0.461,-2.258,0.061,0.153,73.333,404.000,1.000
16666.442,12301.886,2236.111,1813.235,1535.830,1297.208,4144.148,18129.180,0.033,0.937,0.463,-2.106,-0.061,0.214,73.333,405.000,1.000
14571.940,10552.078,2201.621,1803.564,1542.709,1347.161,4206.085,17370.664,0.034,0.937,0.463,-1.923,-0.153,0.305,73.333,406.000,1.000
12566.410,8970.496,2202.701,1829.312,1584.777,1431.492,4300.577,16712.015,0.034,0.936,0.462,-1.831,-0.122,0.214,73.333,407.000,1.000
13372.013,9749.283,2248.794,1899.712,1671.437,1559.536,4437.188,17051.552,0.035,0.938,0.461,-1.526,-0.214,0.244,73.333,408.000,1.000
15817.705,11813.208,2286.123,1961.063,1748.845,1677.709,4562.156,17898.331,0.035,0.939,0.460,-1.251,-0.092,0.153,73.333,409.000,1.000
16448.683,12296.746,2270.348,1969.229,1772.761,1741.823,4630.815,18043.248,0.034,0.944,0.462,-1.099,-0.122,0.153,73.333,410.000,1.000
14310.949,10513.554,2229.486,1952.072,1771.313,1779.848,4670.951,17236.784,0.032,0.947,0.462,-1.160,-0.244,0.214,73.333,411.000,1.000
12272.852,8907.899,2225.790,1971.628,1806.692,1853.850,4745.149,16535.792,0.036,0.948,0.462,-1.190,-0.305,0.061,73.333,412.000,1.000
13048.413,9665.835,2267.325,2036.057,1886.804,1971.681,4861.792,16833.933,0.037,0.949,0.459,-1.190,-0.183,0.183,73.333,413.000,1.000
15451.266,11695.293,2295.941,2087.374,1953.374,2075.152,4962.532,17624.565,0.041,0.944,0.460,-1.343,-0.031,0.092,73.333,414.000,1.000
16044.308,12144.319,2269.511,2083.453,1964.291,2122.359,5005.080,17708.551,0.039,0.945,0.458,-1.312,0.061,0.153,73.333,415.000,1.000
13881.553,10336.216,2221.067,2057.251,1952.745,2146.428,5022.629,16851.728,0.038,0.944,0.459,-1.282,0.122,0.214,73.333,416.000,1.000
11801.200,8693.116,2212.059,2070.202,1980.284,2208.597,5076.715,16101.767,0.037,0.946,0.457,-1.373,0.122,0.153,73.333,417.000,1.000
12513.806,9398.906,2247.291,2127.030,2051.500,2313.508,5171.923,16344.321,0.035,0.947,0.459,-1.495,0.031,0.061,73.333,418.000,1.000
14878.974,11397.916,2269.706,2170.600,2109.155,2404.238,5251.141,17089.282,0.033,0.948,0.461,-1.678,0.122,-0.031,73.333,419.000,1.000
15471.069,11846.916,2239.281,2161.105,2113.530,2441.004,5274.848,17147.707,0.031,0.947,0.459,-1.923,0.092,0.031,73.333,420.000,1.000
13300.527,10034.194,2187.324,2129.941,2096.119,2455.036,5274.573,16269.111,0.031,0.947,0.457,-1.984,0.061,-0.092,73.333,421.000,1.000
11189.285,8366.314,2172.943,2135.816,2115.574,2505.034,5308.826,15486.308,0.032,0.946,0.457,-2.075,-0.092,-0.153,73.333,422.000,1.000
11871.974,9043.650,2200.865,2183.343,2176.257,2595.547,5381.892,15687.852,0.032,0.945,0.456,-2.136,-0.061,-0.122,73.333,423.000,1.000
14212.381,11017.143,2215.198,2217.082,2222.611,2671.001,5438.213,16390.077,0.034,0.945,0.458,-2.167,-0.153,-0.183,73.333,424.000,1.000
14767.271,11434.236,2176.905,2198.157,2216.048,2692.736,5439.297,16403.760,0.033,0.945,0.458,-2.167,-0.214,-0.336,73.333,425.000,1.000
12543.951,9577.550,2115.953,2156.211,2186.505,2690.626,5415.320,15473.302,0.034,0.944,0.457,-2.075,-0.275,-0.427,73.333,426.000,1.000
10379.926,7861.561,2090.479,2149.149,2191.796,2722.394,5424.194,14635.285,0.033,0.943,0.461,-2.075,-0.305,-0.275,73.333,427.000,1.000
11026.170,8504.584,2109.387,2185.899,2240.549,2796.766,5474.487,14795.113,0.033,0.941,0.459,-2.014,-0.458,-0.244,73.333,428.000,1.000
13349.257,10466.079,2120.280,2214.171,2280.423,2861.521,5513.845,15475.145,0.032,0.940,0.458,-1.740,-0.641,-0.214,73.333,429.000,1.000
13901.288,10887.686,2081.294,2192.182,2269.949,2874.991,5500.704,15475.008,0.032,0.939,0.459,-1.465,-0.641,-0.153,73.333,430.000,1.000
11681.849,9042.308,2019.745,2147.253,2236.543,2864.528,5462.383,14530.957,0.035,0.942,0.460,-1.404,-0.427,-0.153,73.333,431.000,1.000
9506.779,7326.686,1994.142,2137.922,2238.410,2888.637,5457.293,13673.967,0.033,0.942,0.460,-1.282,-0.488,0.061,73.333,432.000,1.000
10118.254,7948.500,2012.180,2171.970,2283.108,2955.003,5493.342,13805.098,0.035,0.944,0.460,-1.251,-0.488,0.183,73.333,433.000,1.000
12416.580,9887.777,2019.766,2195.237,2316.604,3009.397,5516.567,14456.079,0.035,0.950,0.458,-1.312,-0.427,0.122,73.333,434.000,1.000
12974.603,10302.144,1975.202,2165.831,2297.250,3009.952,5485.108,14433.579,0.036,0.954,0.458,-1.282,-0.427,0.153,73.333,435.000,1.000
10756.605,8443.188,1906.164,2111.431,2252.784,2984.370,5426.598,13463.214,0.036,0.954,0.460,-1.251,-0.488,0.122,73.333,436.000,1.000
