EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
181485.266,165361.703,687127.188,221530.922,686648.063,181264.438,315828.031,159318.234,-0.007,0.894,0.574,-1.404,-0.244,-0.610,73.333,19958.000,1.000
181760.734,165474.438,687125.563,221607.453,686650.188,181277.578,315833.656,159331.203,-0.007,0.896,0.574,-1.434,-0.183,-0.549,73.333,19959.000,1.000
179146.922,163316.063,685732.875,220367.563,685683.000,180360.172,315083.094,158448.750,-0.009,0.896,0.578,-1.373,-0.244,-0.610,73.333,19960.000,1.000
177351.891,161911.750,684934.625,219542.953,685248.750,179789.031,314622.094,157898.359,-0.011,0.899,0.578,-1.465,-0.366,-0.671,73.333,19961.000,1.000
178860.547,163255.813,685856.188,220323.031,685793.938,180414.172,315132.000,158494.078,-0.009,0.899,0.576,-1.495,-0.519,-0.610,73.333,19962.000,1.000
181503.594,165382.438,687146.375,221545.766,686671.625,181309.406,315851.188,159338.359,-0.010,0.900,0.575,-1.465,-0.671,-0.519,73.333,19963.000,1.000
181772.078,165489.469,687136.125,221613.172,686666.625,181316.281,315844.188,159341.031,-0.008,0.898,0.574,-1.404,-0.610,-0.641,73.333,19964.000,1.000
179158.625,163313.391,685723.813,220351.734,685674.938,180368.578,315062.531,158430.781,-0.009,0.895,0.577,-1.404,-0.793,-0.549,73.333,19965.000,1.000
177342.766,161887.250,684911.938,219519.438,685245.938,179788.141,314592.875,157872.438,-0.007,0.896,0.575,-1.434,-0.824,-0.580,73.333,19966.000,1.000
178821.203,163210.203,685824.313,220289.422,685769.375,180407.641,315099.344,158461.719,-0.007,0.897,0.577,-1.465,-0.916,-0.458,73.333,19967.000,1.000
181471.047,165345.078,687122.500,221518.672,686648.563,181306.453,315826.063,159311.531,-0.005,0.900,0.576,-1.465,-0.854,-0.366,73.333,19968.000,1.000
181767.344,165473.813,687124.313,221594.672,686649.188,181317.625,315824.000,159316.531,-0.004,0.899,0.577,-1.465,-0.854,-0.244,73.333,19969.000,1.000
179169.531,163313.656,685731.688,220345.922,685666.250,180388.781,315055.531,158417.813,-0.004,0.897,0.578,-1.587,-0.885,-0.153,73.333,19970.000,1.000
177353.688,161894.594,684926.250,219516.141,685221.188,179816.656,314592.313,157865.547,-0.001,0.896,0.579,-1.556,-0.793,-0.092,73.333,19971.000,1.000
178811.547,163209.047,685826.563,220281.016,685766.938,180434.016,315095.500,158455.016,-0.001,0.895,0.578,-1.678,-0.793,0.000,73.333,19972.000,1.000
181482.313,165360.531,687139.063,221526.000,686662.000,181348.922,315836.344,159320.469,0.002,0.894,0.575,-1.709,-0.793,0.122,73.333,19973.000,1.000
181799.625,165499.656,687147.188,221605.938,686664.313,181359.828,315832.313,159325.031,0.001,0.894,0.578,-1.770,-0.763,0.031,73.333,19974.000,1.000
179171.141,163309.625,685722.875,220324.109,685650.250,180397.719,315031.219,158395.469,0.000,0.893,0.577,-1.892,-0.641,0.122,73.333,19975.000,1.000
177368.516,161905.219,684938.563,219512.828,685212.625,179846.703,314590.438,157865.016,-0.001,0.890,0.575,-1.862,-0.580,0.183,73.333,19976.000,1.000
178779.000,163176.688,685821.375,220250.250,685741.188,180442.781,315078.063,158431.047,-0.001,0.892,0.577,-1.831,-0.488,0.122,73.333,19977.000,1.000
181465.688,165339.797,687137.375,221493.734,686631.125,181349.641,315810.406,159289.266,-0.002,0.894,0.578,-1.709,-0.427,-0.092,73.333,19978.000,1.000
181770.031,165475.250,687139.500,221571.781,686631.500,181358.844,315806.563,159296.859,-0.002,0.895,0.577,-1.740,-0.397,-0.305,73.333,19979.000,1.000
179194.125,163333.141,685751.438,220331.266,685667.438,180431.250,315040.156,158405.031,-0.001,0.898,0.575,-1.678,-0.275,-0.427,73.333,19980.000,1.000
177339.734,161884.484,684922.375,219484.391,685258.563,179840.984,314566.219,157836.938,-0.001,0.897,0.577,-1.678,-0.122,-0.488,73.333,19981.000,1.000
178757.281,163165.328,685811.125,220234.438,685763.875,180446.797,315066.094,158416.203,0.000,0.897,0.577,-1.678,-0.061,-0.580,73.333,19982.000,1.000
181440.391,165328.531,687135.500,221488.719,686659.813,181368.594,315814.594,159289.797,0.001,0.893,0.575,-1.617,0.061,-0.702,73.333,19983.000,1.000
181789.422,165494.922,687168.750,221595.297,686686.500,181401.313,315831.156,159318.594,-0.001,0.891,0.575,-1.617,0.153,-0.732,73.333,19984.000,1.000
179204.500,163344.406,685767.438,220348.781,685708.000,180469.156,315060.906,158419.781,0.000,0.890,0.576,-1.556,0.153,-0.732,73.333,19985.000,1.000
177335.438,161877.688,684919.000,219484.125,685237.000,179868.609,314575.156,157840.422,-0.001,0.888,0.575,-1.404,0.214,-0.732,73.333,19986.000,1.000
178737.156,163142.438,685790.188,220217.984,685746.125,180464.953,315061.625,158407.984,-0.001,0.890,0.577,-1.343,0.305,-0.671,73.333,19987.000,1.000
181391.391,165275.953,687083.063,221442.406,686620.313,181358.125,315778.500,159250.203,-0.001,0.893,0.579,-1.282,0.397,-0.580,73.333,19988.000,1.000
181779.422,165474.797,687133.250,221565.344,686658.438,181400.594,315803.688,159289.719,-0.003,0.896,0.575,-1.373,0.458,-0.549,73.333,19989.000,1.000
179217.016,163338.953,685750.750,220332.688,685682.188,180473.453,315041.406,158402.000,-0.005,0.898,0.577,-1.434,0.397,-0.519,73.333,19990.000,1.000
177364.141,161888.234,684924.813,219486.000,685206.063,179889.000,314572.750,157840.063,-0.010,0.897,0.574,-1.556,0.366,-0.519,73.333,19991.000,1.000
178706.594,163107.750,685778.438,220194.828,685707.563,180464.688,315042.938,158387.516,-0.008,0.898,0.575,-1.770,0.366,-0.580,73.333,19992.000,1.000
181424.016,165302.875,687127.438,221464.938,686624.438,181397.203,315798.688,159270.844,-0.009,0.901,0.575,-1.923,0.244,-0.549,73.333,19993.000,1.000
181805.172,165502.250,687178.313,221590.109,686665.938,181445.656,315828.281,159314.563,-0.008,0.903,0.580,-2.319,0.275,-0.671,73.333,19994.000,1.000
179250.359,163374.813,685790.563,220358.266,685686.563,180519.766,315061.438,158421.938,-0.009,0.905,0.579,-2.502,0.244,-0.702,73.333,19995.000,1.000
177352.781,161887.078,684933.063,219484.484,685234.438,179910.266,314568.094,157834.703,-0.009,0.904,0.577,-2.716,0.183,-0.580,73.333,19996.000,1.000
178702.031,163115.078,685787.500,220198.484,685739.938,180492.219,315043.031,158389.297,-0.012,0.903,0.577,-2.625,0.061,-0.519,73.333,19997.000,1.000
181417.578,165317.531,687142.375,221480.141,686655.375,181441.281,315814.063,159288.906,-0.011,0.900,0.582,-2.777,-0.122,-0.519,73.333,19998.000,1.000
181848.344,165555.438,687217.625,221622.750,686712.125,181503.688,315854.219,159345.500,-0.009,0.901,0.580,-2.655,-0.305,-0.458,73.333,19999.000,1.000
179291.484,163423.094,685824.750,220383.203,685720.875,180570.094,315077.625,158446.063,-0.006,0.902,0.580,-2.563,-0.305,-0.244,73.333,20000.000,1.000
177381.672,161922.391,684966.125,219509.250,685219.938,179960.703,314585.625,157859.734,-0.004,0.905,0.579,-2.533,-0.305,-0.122,73.333,20001.000,1.000
178695.047,163113.297,685787.688,220192.500,685707.625,180511.359,315032.031,158382.688,-0.005,0.905,0.578,-2.563,-0.458,0.000,73.333,20002.000,1.000
181362.594,165263.531,687093.375,221427.031,686585.563,181413.297,315756.750,159235.438,-0.006,0.904,0.578,-2.563,-0.397,0.000,73.333,20003.000,1.000
181816.250,165518.703,687177.063,221581.609,686649.125,181484.813,315802.906,159300.797,-0.006,0.902,0.581,-2.625,-0.458,-0.061,73.333,20004.000,1.000
179298.813,163424.875,685825.063,220383.656,685702.000,180594.766,315071.000,158445.266,-0.007,0.899,0.582,-2.594,-0.519,0.031,73.333,20005.000,1.000
177383.281,161918.016,684959.875,219499.781,685233.375,179979.297,314574.438,157854.469,-0.007,0.896,0.579,-2.502,-0.488,0.000,73.333,20006.000,1.000
178640.781,163065.906,685757.125,220151.906,685685.313,180509.031,315002.156,158359.250,-0.008,0.896,0.577,-2.472,-0.610,-0.031,73.333,20007.000,1.000
181369.750,165274.891,687112.750,221427.031,686595.438,181448.250,315761.938,159251.359,-0.010,0.896,0.580,-2.319,-0.763,-0.031,73.333,20008.000,1.000
181855.406,165568.859,687237.875,221620.328,686702.063,181557.781,315848.750,159355.781,-0.009,0.896,0.579,-2.167,-0.671,-0.122,73.333,20009.000,1.000
179329.031,163464.656,685854.813,220401.000,685724.188,180642.875,315092.656,158474.406,-0.006,0.895,0.579,-2.075,-0.885,-0.214,73.333,20010.000,1.000
177389.625,161940.906,684970.875,219510.141,685226.938,180020.328,314592.063,157878.063,-0.005,0.895,0.576,-1.892,-0.885,-0.336,73.333,20011.000,1.000
178647.313,163085.938,685759.438,220163.703,685691.625,180545.781,315018.156,158382.859,-0.002,0.892,0.575,-1.892,-1.007,-0.397,73.333,20012.000,1.000
181335.859,165261.922,687083.625,221414.422,686579.625,181462.469,315756.406,159254.844,0.000,0.888,0.577,-1.801,-0.946,-0.397,73.333,20013.000,1.000
181829.031,165554.547,687194.250,221596.281,686665.313,181549.641,315820.406,159342.281,-0.002,0.888,0.577,-1.526,-0.854,-0.336,73.333,20014.000,1.000
179313.578,163460.375,685827.438,220386.688,685710.250,180639.563,315071.375,158473.516,-0.003,0.888,0.576,-1.526,-0.824,-0.244,73.333,20015.000,1.000
177361.375,161919.891,684939.938,219487.703,685242.500,180008.891,314565.688,157871.719,-0.006,0.888,0.576,-1.465,-0.824,-0.244,73.333,20016.000,1.000
178645.438,163092.547,685759.625,220171.938,685709.875,180564.641,315024.156,158404.938,-0.007,0.889,0.575,-1.434,-0.824,-0.244,73.333,20017.000,1.000
181347.844,165278.547,687092.313,221434.984,686605.688,181490.453,315770.969,159281.844,-0.004,0.890,0.578,-1.373,-0.793,-0.336,73.333,20018.000,1.000
181874.906,165598.453,687222.375,221631.234,686707.125,181592.828,315846.344,159377.875,-0.003,0.894,0.577,-1.251,-0.732,-0.397,73.333,20019.000,1.000
179360.328,163505.797,685855.625,220421.563,685735.813,180683.828,315097.844,158507.406,-0.003,0.894,0.577,-1.190,-0.641,-0.397,73.333,20020.000,1.000
177393.641,161951.813,684949.938,219506.750,685196.250,180037.859,314575.438,157887.188,-0.002,0.896,0.580,-1.129,-0.671,-0.458,73.333,20021.000,1.000
178615.297,163069.656,685727.313,220148.594,685670.313,180557.938,314998.500,158381.422,-0.003,0.896,0.579,-1.160,-0.641,-0.458,73.333,20022.000,1.000
181319.688,165253.422,687057.938,221404.234,686557.813,181474.000,315735.406,159249.578,0.000,0.898,0.574,-1.251,-0.580,-0.305,73.333,20023.000,1.000
181821.891,165548.203,687163.625,221576.156,686634.625,181551.781,315786.813,159321.281,-0.003,0.898,0.574,-1.343,-0.397,-0.336,73.333,20024.000,1.000
179333.234,163472.000,685817.063,220387.859,685696.813,180662.000,315054.813,158464.750,-0.004,0.898,0.575,-1.282,-0.305,-0.305,73.333,20025.000,1.000
177404.188,161957.969,684962.000,219521.953,685231.563,180067.359,314582.594,157895.234,-0.005,0.900,0.575,-1.312,-0.244,-0.336,73.333,20026.000,1.000
